id_usuario,frecuencia_sesiones,tiempo_plataforma,diversidad_categorias,compras_mensuales,gasto_mensual,sensibilidad_descuento,interaccion_recomendaciones,productos_guardados,resenas_realizadas,devoluciones,exploracion_novedades,fidelidad,grupo
1261,23.4,484.4,5,6.449999999999999,493.1949375,58.3,10.0,5,2,0.0,43.4,52.92,1
1262,18.64188809733479,219.5,4,2.0,58.81,86.6083274550258,14.0,8,1,0.0,82.9,34.0,0
1263,23.4,371.1,2,6.449999999999999,246.372,93.1,9.0,8,2,0.0,22.6,38.28,1
1264,44.025000000000006,102.3,2,6.449999999999999,90.944,80.2,14.0,11,1,0.0,63.8,103.92,1
1265,17.540771069840357,413.8,1,1.0,312.27,99.68011273729329,12.0,2,0,2.0,16.3,70.1,1
1266,3.15,308.3,1,0.35,42.6375,75.8,11.0,11,0,0.0,15.1,21.645,2
1267,19.0,526.9,4,3.0,493.1949375,37.6,31.990286109891574,4,3,1.0,93.2988458458219,68.2,0
1268,29.690299288877817,231.6,1,0.0,96.53,82.18554398292537,6.0,8,1,2.0,68.5,28.3,1
1269,15.802815791418936,113.5,5,2.0,113.72,83.50617307996887,5.0,7,3,1.0,60.8,52.3,2
1270,23.359732459926523,233.4,2,1.0,187.87,99.68562127227008,7.0,2,0,0.0,95.2,37.8,1
1271,14.0,74.2,4,2.0,411.28,17.0,22.7256712377052,9,4,1.0,97.32729601596324,96.3,0
1272,16.813195666225457,244.6,3,1.0,456.05,68.2,13.0,1,1,1.0,8.1,62.2,1
1273,12.12221355668138,444.8,4,3.0,129.9,79.0861952766878,6.0,4,2,0.0,2.7,36.6,2
1274,11.0,351.5,5,4.0,122.68,90.9,31.990286109891574,8,1,0.0,82.52088534000423,35.0,0
1275,17.0,239.0,4,5.0,87.98,63.3,18.161431203629483,13,6,2.0,96.903819089563,54.33,0
1276,14.0,279.7,5,2.0,435.34,57.2,23.53188528962124,5,3,0.0,80.90453990340102,55.6,0
1277,13.0,383.2,4,0.0,200.72,71.7,23.17900816738582,2,1,1.0,79.47711398095143,68.0,0
1278,18.0,236.5,5,5.0,86.63,6.6,31.990286109891574,5,3,1.0,94.85463962477388,20.3,0
1279,23.4,385.2,2,6.449999999999999,493.1949375,52.8,7.0,6,2,2.0,80.2,31.2,1
1280,16.2,174.6,1,0.0,493.1949375,68.6,12.0,6,2,1.0,9.6,36.36,1
1281,17.502879472176296,305.05,2,0.0,82.9,79.57844841815111,11.0,10,2,1.0,88.1,92.8,1
1282,4.9,296.5,5,0.35,41.5125,1.6,8.0,7,0,0.0,54.7,60.97,2
1283,23.4,178.6,3,0.0,169.512,26.5,8.0,4,1,1.0,71.8,97.08,1
1284,17.0,227.4,4,1.0,273.6,21.3,27.9284682959006,4,2,1.0,83.07406696760839,31.0,0
1285,2.1,219.3,4,1.0499999999999998,40.9635,86.3,7.0,5,2,0.0,53.0,16.25,2
1286,7.0,483.7,2,1.0499999999999998,26.4825,39.4,15.0,5,1,1.0,17.5,50.31,2
1287,20.903049703345797,461.3,5,1.0,337.44,89.92988328135927,13.0,3,2,0.0,92.6,77.7,1
1288,23.4,209.5,5,6.449999999999999,446.62799999999993,76.2,9.0,2,1,0.0,26.0,48.12,1
1289,2.45,250.5,4,0.35,14.3595,68.2,8.0,5,1,0.0,74.1,29.445,2
1290,14.679684226943166,447.2,1,1.0,205.15,75.19100519959126,8.0,2,3,1.0,47.9,95.2,1
1291,12.6,272.3,4,2.2,102.06,15.8,10.0,8,1,1.0,53.7,26.4,2
1292,13.0,328.9,4,2.0,75.91,4.9,16.828923661075198,2,6,0.0,76.55223882622732,58.7,0
1293,19.304487400633764,268.6,5,0.0,172.61,95.79475717590552,11.0,4,2,1.0,62.1,84.7,1
1294,29.31298928800764,227.7,4,1.0,169.34,77.72534075229547,11.0,2,2,2.0,2.7,21.6,1
1295,4.199999999999999,535.9,1,0.0,35.2395,57.1,10.0,13,1,1.0,74.5,31.85,2
1296,8.399999999999999,90.0,3,0.35,24.435,23.6,9.0,8,2,1.0,65.1,45.825,2
1297,14.0,753.0875000000001,4,3.0,415.05,94.8,31.52714382147892,3,0,0.0,91.7895501345361,99.1,0
1298,4.199999999999999,260.3,1,0.35,153.207,44.6,8.0,4,2,0.0,75.8,27.755000000000003,2
1299,3.85,306.9,1,1.4,47.9835,62.7,13.0,8,3,0.0,86.0,30.615,2
1300,3.15,284.6,4,1.0499999999999998,55.88100000000001,59.7,9.0,5,3,0.0,7.8,35.165,2
1301,23.4,218.8,2,6.449999999999999,493.1949375,92.3,13.0,5,2,1.0,80.8,84.11999999999999,1
1302,25.2,303.1,4,0.0,296.576,82.2,9.0,6,1,1.0,91.7,118.68,1
1303,17.0,489.3,4,1.0,128.25,79.2,31.990286109891574,7,3,0.0,77.49571716248123,85.9,0
1304,9.0,284.4,4,1.0,209.95,32.1,29.828289172628807,7,2,0.0,93.12746601801764,77.6,0
1305,16.2,293.7,4,2.2,119.616,34.9,10.0,4,1,2.0,20.3,87.84,1
1306,19.0,314.1,5,1.0,166.27,37.6,30.1967556125006,6,2,1.0,93.10416603153544,39.8,0
1307,8.0,562.9,4,4.0,349.77,37.1,29.069047905131605,4,2,0.0,87.24615269600375,62.3,0
1308,19.8,258.2,5,4.4,283.668,88.2,9.0,5,4,0.0,90.9,41.04,1
1309,27.588517312910117,609.1,1,2.0,66.46,97.94659648226076,10.0,8,0,2.5,27.1,92.4,1
1310,2.45,275.8,1,0.35,116.6625,66.5,10.0,3,2,1.0,26.0,21.71,2
1311,12.0,375.0,4,0.0,62.01,22.6,28.647089553826408,4,0,0.0,86.856682266407,46.0,0
1312,12.0,546.4,5,1.0,53.79,98.7,28.83333172759052,5,0,0.0,95.9337585857498,96.1,0
1313,14.0,427.9,5,4.0,38.31,96.1,22.87787314990378,13,2,1.0,76.98840738359371,78.5,0
1314,24.62733262265377,114.8,3,1.0,175.3,99.54147938575689,7.0,5,3,1.0,28.6,68.1,1
1315,12.48559401750709,489.2,5,3.0,55.46,90.7793767998282,4.0,3,6,0.0,96.3,49.3,2
1316,4.55,323.5,3,0.7,18.873,83.4,12.0,6,3,0.0,80.2,55.83500000000001,2
1317,24.854033113683315,367.0,2,3.0,138.38,78.39872310131015,9.0,7,3,1.0,24.1,22.3,1
1318,25.730542324181187,593.4,3,4.0,62.57,90.02442081162116,7.0,6,2,0.0,69.1,91.2,1
1319,3.15,753.0875000000001,3,0.7,83.9835,30.1,6.0,8,1,0.0,99.3,55.83500000000001,2
1320,21.07022545583472,233.6,2,2.0,176.13,75.4513147357217,9.0,2,2,2.0,54.6,94.4,1
1321,5.0,575.1,5,2.0,132.69,99.1,31.990286109891574,4,2,0.0,84.56745751891707,25.2,0
1322,5.25,250.2,2,1.4,34.1235,10.2,7.0,5,3,0.0,24.6,54.015,2
1323,4.9,165.9,3,0.0,96.012,64.2,6.0,8,2,0.0,82.0,13.715000000000002,2
1324,13.0,307.8,5,3.0,49.84,93.3,31.990286109891574,10,4,0.0,75.42129121257433,81.8,0
1325,12.85051081687342,176.2,2,3.0,265.81,97.25144261522937,10.0,4,1,1.0,55.9,42.5,1
1326,30.6,192.0,5,2.2,302.708,87.4,4.0,5,3,0.0,19.1,24.6,1
1327,17.73371526400038,260.6,3,4.0,118.37,88.33030889259723,8.0,7,1,2.0,33.8,24.7,1
1328,6.3,550.1,1,1.0499999999999998,72.144,47.9,9.0,9,2,0.0,95.0,60.645,2
1329,13.0,399.6,4,5.0,292.54,95.7,21.889478766031637,4,2,0.0,81.46128374726646,30.2,0
1330,21.6,169.4,4,2.2,430.976,19.4,6.0,9,2,0.0,72.8,57.24,1
1331,25.2,728.9,3,4.4,263.06,25.5,8.0,9,2,0.0,2.5,90.6,1
1332,15.0,589.3,4,6.449999999999999,185.0,21.1,15.94585154056383,7,2,1.0,76.62385028455584,27.0,0
1333,25.26318635415622,122.7,4,3.0,264.57,85.4977264778959,7.0,6,2,1.0,49.5,66.3,1
1334,10.0,69.1,5,0.0,246.61,3.4,24.40921727153928,6,1,1.0,90.48656728841608,68.1,0
1335,10.0,420.7,4,2.0,145.63,22.5,31.990286109891574,5,1,0.0,88.34494161043362,49.6,0
1336,4.55,627.6,4,1.4,66.699,45.2,8.0,10,2,0.0,51.5,21.645,2
1337,17.22076383895451,367.9,3,1.0,164.52,83.2427819926328,13.0,8,1,0.0,22.1,94.1,1
1338,9.0,343.6,5,1.0,221.44,0.4,31.990286109891574,7,3,1.0,85.71123297264101,52.4,0
1339,14.4,197.4,4,6.449999999999999,327.712,23.1,10.0,4,1,1.0,78.6,92.76,1
1340,18.0,425.4,2,2.2,400.736,5.4,4.0,7,0,0.0,27.0,25.44,1
1341,7.699999999999999,288.2,3,0.35,63.20700000000001,23.3,8.0,4,2,1.0,76.1,38.415,2
1342,16.0,189.0,5,2.0,51.4,51.4,22.75388838623805,3,2,0.0,86.83176506258174,94.5,0
1343,14.0,193.2,4,1.0,85.74,36.2,31.990286109891574,3,5,2.0,88.11718527495981,54.7,0
1344,4.199999999999999,507.5,4,1.0499999999999998,111.0105,82.5,10.0,4,1,0.0,10.6,63.7,2
1345,25.2,138.4,1,6.449999999999999,493.1949375,37.8,12.0,3,3,1.0,82.6,63.35999999999999,1
1346,7.0,184.7,4,1.0,135.33,39.9,20.59456128351441,3,5,0.0,94.16770360742812,36.0,0
1347,8.0,753.0875000000001,4,1.0,119.48,31.5,28.723616837507265,8,4,2.5,91.87419562929055,96.4,0
1348,16.0,305.05,4,1.0,90.34,15.7,31.990286109891574,5,2,1.0,99.03962992870515,59.9,0
1349,32.4,642.1,5,0.0,75.32,20.2,12.0,8,1,0.0,80.4,35.879999999999995,0
1350,25.02126673802816,142.0,3,4.0,355.97,76.2809089292942,5.0,4,4,0.0,94.4,44.5,1
1351,4.9,263.2,5,0.35,34.9155,50.8,7.0,5,2,0.0,28.8,50.44,2
1352,13.0,139.1,4,2.0,43.93,91.2,15.598170560694983,6,2,2.0,94.05212745002102,80.8,0
1353,16.2,171.7,4,6.449999999999999,440.972,59.9,14.0,11,3,1.0,28.4,98.64,1
1354,16.298795245047664,252.7,3,0.0,129.32,94.5472136697192,9.0,6,3,1.0,24.2,91.7,1
1355,6.3,216.0,3,1.0499999999999998,233.9145,98.9,6.0,3,4,0.0,86.0,22.62,2
1356,9.0,387.5,4,3.0,178.15,6.7,18.34699745106252,4,4,1.0,77.08904726794763,61.3,0
1357,22.0,235.8,4,4.0,364.38,92.4,28.293055472446863,10,1,0.0,86.03950058108427,99.2,0
1358,11.0,147.4,5,2.0,207.15,41.9,21.14063541995976,7,2,0.0,86.25284923970244,43.5,0
1359,26.15026071680726,333.7,5,2.0,88.2,95.71689417870834,18.0,6,1,1.0,57.5,54.33,1
1360,21.17563489304683,118.8,5,4.0,493.1949375,79.78092398383804,8.0,4,1,1.0,82.5,24.7,1
1361,14.0,258.0,4,3.0,375.31,30.7,21.51572786583128,8,1,0.0,81.18117007903965,52.8,0
1362,21.6,457.4,1,0.0,493.1949375,7.9,12.0,4,1,1.0,55.1,111.84,1
1363,30.6,181.1,1,4.4,493.1949375,78.8,6.0,5,3,0.0,60.1,24.48,1
1364,23.4,303.0,5,4.4,458.78,73.6,8.0,5,1,1.0,6.7,66.24,1
1365,16.2,364.0,4,2.2,424.872,26.6,7.0,5,1,0.0,82.5,109.08,1
1366,14.0,203.4,4,4.0,179.55,84.7,31.990286109891574,7,0,2.5,83.36008521699655,69.0,0
1367,14.0,396.1,4,3.0,493.1949375,55.3,31.990286109891574,4,1,0.0,81.54876139066052,68.7,0
1368,13.67897084130012,376.3,2,1.0,291.45,84.81590478930349,10.0,9,0,0.0,27.3,38.0,1
1369,22.11505723201865,112.1,2,4.0,130.1,88.86783794562288,9.0,11,2,2.0,25.9,71.2,1
1370,19.797166081549825,189.4,1,4.0,151.27,85.32461613081564,8.0,6,2,1.0,39.8,56.8,1
1371,28.8,140.7,2,0.0,131.88,8.6,12.0,12,5,0.0,61.1,31.32,2
1372,23.4,426.9,5,6.449999999999999,400.708,67.3,7.0,4,4,0.0,9.3,37.08,1
1373,22.38115670838201,219.1,5,5.0,195.78,92.6199756476248,4.0,8,2,1.0,52.9,95.0,1
1374,21.6,490.5,4,4.4,478.4919999999999,77.5,10.0,9,1,0.0,52.0,113.4,1
1375,2.8,298.9,2,0.35,67.1085,46.1,13.0,4,1,0.0,72.2,15.73,2
1376,16.897502751924943,196.9,4,2.0,84.72,87.68686953765571,11.0,11,0,1.0,79.8,35.4,2
1377,22.60924905372606,167.4,2,1.0,235.28,99.54152892130304,8.0,7,2,0.0,52.8,23.2,1
1378,15.0,321.0,4,3.0,253.45,56.8,27.14753149957625,7,2,0.0,98.8819996480577,36.1,0
1379,14.51401925684143,341.6,2,3.0,137.78,77.85854519043004,13.0,0,0,1.0,47.5,62.9,1
1380,2.8,214.8,5,0.7,62.1,67.9,7.0,6,1,2.0,39.5,18.33,2
1381,5.6,501.3,5,0.7,57.7395,57.0,6.0,9,2,1.0,60.8,63.44,2
1382,13.0,753.0875000000001,4,2.0,159.98,94.0,21.839454924757348,8,0,0.0,81.2163273041027,41.3,0
1383,18.79058514602488,165.4,5,1.0,183.83,87.63954857906535,3.0,5,3,1.0,73.0,91.4,1
1384,15.44843199597396,276.6,2,1.0,44.41,86.60217933919508,6.0,4,4,2.0,57.0,72.7,2
1385,14.0,181.1,5,2.0,95.89,17.3,22.74940669007926,8,3,2.0,82.39296251923287,42.5,0
1386,16.42643973753306,419.6,4,3.0,56.84,84.38890345339942,10.0,6,1,0.0,15.9,66.9,1
1387,27.0,336.0,4,6.449999999999999,255.5,98.3,8.0,6,0,0.0,90.5,33.84,1
1388,4.199999999999999,173.5,1,1.75,129.591,97.8,12.0,7,2,0.0,72.7,54.275,2
1389,12.0,259.6,5,1.0,68.21,47.7,22.25245298286917,6,0,0.0,89.37624648265282,64.8,0
1390,15.33483914259404,358.1,3,0.0,46.05,89.72138312998298,12.0,7,0,0.0,66.9,80.8,2
1391,9.0,370.6,4,2.0,54.67,30.0,16.842818981655974,7,4,2.0,95.74276663020451,70.1,0
1392,5.6,364.7,1,1.4,69.624,97.1,9.0,6,1,2.0,69.7,30.680000000000003,2
1393,3.15,208.7,4,1.0499999999999998,93.0915,11.5,14.0,7,0,1.0,71.6,56.68000000000001,2
1394,28.8,79.3,1,6.449999999999999,369.32,77.8,11.0,5,4,0.0,65.8,81.0,1
1395,5.949999999999999,391.0,2,1.0499999999999998,15.048,56.0,13.0,3,2,0.0,92.9,31.33,2
1396,23.4,131.9,5,2.2,229.152,64.5,9.0,8,3,2.0,71.1,70.67999999999999,1
1397,3.15,226.0,1,0.7,169.479,63.2,3.0,2,3,2.0,67.6,58.24,2
1398,13.0,277.9,5,2.0,138.34,43.6,31.990286109891574,4,0,2.0,86.16553245826769,59.6,0
1399,16.134014901127777,439.7,2,0.0,33.48,96.47008969811743,12.0,7,3,0.0,22.4,54.33,2
1400,6.3,360.3,1,1.0499999999999998,34.1685,69.7,8.0,10,1,0.0,40.9,17.745,2
1401,30.6,423.4,4,2.2,93.828,95.1,12.0,9,2,0.0,13.0,55.08,1
1402,5.6,454.2,2,0.7,42.606,40.8,12.0,6,3,1.0,24.7,57.655,2
1403,12.6,254.7,2,2.2,391.692,68.2,9.0,7,4,0.0,89.2,103.44,1
1404,10.0,686.5,4,3.0,116.94,17.6,31.990286109891574,7,4,0.0,77.68595308932868,44.6,0
1405,3.5,147.1,5,1.0499999999999998,45.288,67.3,12.0,8,5,1.0,53.4,56.095,2
1406,16.0,428.5,4,3.0,493.1949375,91.8,25.007526680969157,9,0,2.0,98.84028591785228,87.7,0
1407,11.0,295.4,5,2.0,150.04,53.2,31.990286109891574,3,2,0.0,92.321225795513,22.3,0
1408,5.949999999999999,289.4,4,1.0499999999999998,46.476,24.0,6.0,10,2,0.0,95.9,50.830000000000005,2
1409,2.8,308.8,5,0.35,96.7905,46.3,7.0,8,0,1.0,47.6,48.945,2
1410,16.496045797899043,275.6,3,1.0,216.14,97.50111471586956,10.0,5,0,0.0,85.0,76.6,1
1411,4.199999999999999,301.3,1,0.35,76.45049999999999,23.7,4.0,4,4,1.0,59.0,27.56,2
1412,21.0,268.1,4,3.0,493.1949375,55.7,15.37142404548194,7,4,1.0,95.6382017285009,36.1,1
1413,23.4,164.4,2,6.449999999999999,223.748,61.6,9.0,6,1,0.0,34.0,85.91999999999999,1
1414,4.9,332.1,5,1.0499999999999998,133.137,25.5,11.0,4,1,0.0,20.6,40.755,2
1415,4.55,256.1,4,1.0499999999999998,124.9245,45.4,6.0,4,1,1.0,50.6,43.42,2
1416,28.8,469.0,2,2.2,141.48399999999998,68.2,5.0,6,1,0.0,16.0,36.6,1
1417,15.0,541.1,5,2.0,185.65,90.8,31.990286109891574,3,1,1.0,98.5552842711944,76.4,0
1418,39.6,412.6,1,2.2,194.936,9.0,7.0,2,2,1.0,99.4,93.0,1
1419,5.6,498.6,4,0.35,61.605,89.8,9.0,5,2,0.0,67.6,32.435,2
1420,17.124483397873373,492.6,1,1.0,291.67,84.41692381629602,8.0,2,2,2.0,21.7,74.0,1
1421,20.694219342228408,300.5,1,4.0,142.61,83.51709953128194,12.0,4,0,0.0,90.2,55.4,1
1422,14.0,316.2,5,4.0,31.32,88.0,31.990286109891574,13,1,1.0,96.55053564437638,79.0,0
1423,30.6,183.9,3,4.4,493.1949375,92.0,5.0,2,2,0.0,86.8,111.0,1
1424,3.5,309.8,2,0.35,21.087,79.1,8.0,3,1,2.0,34.8,20.735,2
1425,19.8,584.3,2,0.0,267.568,9.4,9.0,5,1,1.0,42.5,66.24,1
1426,12.0,503.3,5,0.0,290.23,31.5,31.990286109891574,9,0,1.0,98.36564550694708,51.2,0
1427,28.8,418.8,4,2.2,170.32399999999998,19.3,11.0,6,3,1.0,9.7,32.04,1
1428,10.0,305.05,4,4.0,179.6,52.1,28.6655228923015,7,1,0.0,77.4049436075491,24.7,0
1429,5.949999999999999,381.5,2,0.0,36.4905,39.1,10.0,5,0,2.0,86.8,29.64,2
1430,22.178052094571868,154.1,3,6.0,29.92,97.77061941493528,10.0,8,1,0.0,26.0,74.7,1
1431,16.2,659.1,4,6.449999999999999,226.296,23.9,12.0,4,1,1.0,77.3,94.8,1
1432,15.663839463760542,472.2,2,0.0,84.22,79.56037377327088,10.0,9,1,0.0,40.1,96.5,1
1433,19.0,219.7,5,4.0,56.16,35.8,23.70495230200227,6,2,2.0,87.52157104946347,35.3,0
1434,14.0,196.8,4,0.0,131.79,87.1,26.25426232659613,2,2,0.0,85.62772250966361,54.3,0
1435,15.0,216.2,4,2.0,136.48,25.8,31.990286109891574,4,2,0.0,92.32266842798728,65.2,0
1436,19.8,336.1,3,6.449999999999999,274.876,41.8,6.0,2,1,1.0,58.1,40.56,1
1437,5.25,356.2,2,1.75,45.0045,38.4,8.0,8,4,0.0,85.0,25.415000000000003,2
1438,25.555484175006757,101.3,2,4.0,201.99,78.12282515577886,8.0,6,3,1.0,48.5,55.2,1
1439,8.0,133.8,5,6.449999999999999,52.96,62.1,25.117542069893744,6,1,1.0,80.219073092795,42.9,0
1440,27.0,310.8,1,2.2,493.1949375,94.2,13.0,9,1,0.0,70.5,33.36,1
1441,18.215965917242503,306.7,5,3.0,85.93,83.85386004343911,9.0,8,2,0.0,36.3,69.4,1
1442,25.2,413.3,3,6.449999999999999,288.008,100.0,8.0,6,4,1.0,91.9,103.92,1
1443,3.85,497.5,2,0.7,31.765500000000003,9.0,5.0,6,6,0.0,88.4,28.925,2
1444,25.2,175.3,1,0.0,168.0,53.5,11.0,8,2,2.0,51.9,40.92,1
1445,14.4,307.0,3,4.4,493.1949375,20.7,6.0,5,3,1.0,42.0,54.33,1
1446,16.0,191.4,5,3.0,75.36,48.1,17.005120777864697,4,4,1.0,96.60981954452215,60.1,0
1447,16.2,447.3,5,2.2,493.1949375,76.3,8.0,4,2,0.0,25.6,113.64,1
1448,4.199999999999999,218.1,1,1.4,76.3875,47.9,9.0,11,2,1.0,22.3,44.59,2
1449,3.5,295.8,5,0.7,49.639500000000005,85.6,7.0,7,4,0.0,94.7,58.955000000000005,2
1450,8.049999999999999,169.1,3,0.7,121.7205,70.6,10.0,8,4,0.0,31.4,58.175,2
1451,12.0,303.4,5,0.0,138.8,51.1,31.990286109891574,8,1,1.0,85.68783182102348,92.8,0
1452,14.0,253.3,4,3.0,31.14,94.3,22.37815479891323,8,3,1.0,78.30188147089014,22.4,0
1453,24.769697271004247,620.3,4,0.0,85.39,68.2,10.0,8,3,0.0,68.2,78.1,1
1454,4.199999999999999,144.4,3,0.7,359.53650000000005,95.0,4.0,8,2,0.0,8.0,61.295,2
1455,18.0,233.8,4,3.0,134.05,54.0,30.771156222399824,7,3,1.0,82.10966549283486,96.2,0
1456,12.0,248.8,5,2.0,123.22,93.5,31.990286109891574,6,4,0.0,86.19530074082121,99.9,0
1457,22.0,227.7,5,1.0,253.15,14.3,30.560560889762527,8,1,1.0,82.21380445631519,59.9,0
1458,20.0,215.4,5,2.0,336.22,93.9,31.990286109891574,5,4,0.0,98.3735941430011,39.0,0
1459,7.699999999999999,292.7,5,0.35,31.5585,50.9,14.0,4,3,0.0,26.4,58.37,2
1460,5.25,291.5,3,1.0499999999999998,59.215500000000006,0.5,11.0,8,0,0.0,76.2,30.290000000000003,2
1461,4.55,165.1,5,2.1,58.446,81.1,7.0,9,1,0.0,80.1,14.365000000000002,2
1462,19.0,439.7,4,5.0,50.15,89.3,26.230539214542176,7,2,1.0,79.39768022130613,86.7,0
1463,12.126284009813013,409.2,5,1.0,113.26,82.62184095934275,8.0,5,1,0.0,0.7,70.7,2
1464,25.2,499.0,3,6.449999999999999,420.252,44.6,8.0,3,6,1.0,83.5,118.2,1
1465,5.949999999999999,278.5,4,0.0,51.3045,87.9,11.0,9,0,1.0,56.7,40.365,2
1466,26.09537172892112,64.4,4,2.0,489.65,90.16321062173222,8.0,6,1,1.0,85.4,85.6,1
1467,28.50914905279028,431.7,2,2.0,216.96,86.20006455301207,7.0,6,1,0.0,84.4,38.2,1
1468,16.0,336.7,5,3.0,162.84,70.8,31.990286109891574,5,1,2.0,88.18473765251936,25.4,0
1469,4.199999999999999,333.2,1,0.35,59.706,60.2,15.0,4,1,0.0,46.7,52.13,2
1470,3.85,604.5,4,0.35,96.4125,58.7,6.0,3,1,1.0,90.1,58.63,2
1471,27.0,357.0,3,6.449999999999999,312.34,27.5,7.0,10,2,1.0,43.2,110.76,1
1472,10.0,181.3,5,4.0,46.67,19.8,22.013461244111877,8,3,1.0,86.77815321821484,79.0,0
1473,13.0,314.3,4,2.0,57.79,58.3,31.990286109891574,7,0,1.0,85.81826558440635,93.9,0
1474,2.8,311.9,5,0.0,69.066,35.2,8.0,6,2,0.0,89.0,50.895,2
1475,23.4,725.5,3,4.4,493.1949375,25.8,10.0,13,0,0.0,82.3,34.8,1
1476,12.6,399.6,5,6.449999999999999,273.308,57.4,11.0,2,2,2.0,94.3,99.12,1
1477,26.79476989120724,281.0,4,3.0,236.7,80.8334472562345,11.0,8,2,2.0,67.2,31.3,1
1478,16.0,600.5,4,1.0,175.48,32.5,27.321762720921903,8,4,1.0,81.80876554948966,20.3,0
1479,14.29195520718513,753.0875000000001,4,2.0,281.46,86.96169120194844,4.0,4,3,0.0,36.1,24.5,1
1480,4.199999999999999,253.2,1,1.4,27.999,4.8,9.0,4,0,1.0,8.8,13.585,2
1481,9.0,143.8,5,0.0,60.84,91.2,31.698448973537246,5,4,0.0,97.92801037312348,86.5,0
1482,4.199999999999999,231.4,3,1.0499999999999998,188.766,14.0,12.0,3,0,0.0,96.3,51.61000000000001,2
1483,8.0,177.9,5,3.0,41.46,88.1,19.015194543172264,9,0,0.0,93.87287902111024,54.1,0
1484,4.55,305.05,5,2.1,75.2715,45.6,16.0,6,1,0.0,72.3,53.04,0
1485,18.0,326.6,5,3.0,369.62,76.9,20.28721697781083,5,0,0.0,93.4802250051732,28.4,0
1486,16.0,210.2,5,1.0,171.86,64.1,31.990286109891574,6,0,0.0,84.25575561138353,98.0,0
1487,4.199999999999999,444.8,5,1.75,150.06150000000002,54.1,6.0,6,4,1.0,5.3,48.23,2
1488,6.3,305.05,2,1.0499999999999998,141.77700000000002,86.8,9.0,6,2,2.5,22.8,61.1,2
1489,5.949999999999999,646.1,2,0.35,101.025,16.9,8.0,4,1,0.0,75.7,49.855,2
1490,23.4,178.6,5,4.4,464.9119999999999,98.8,6.0,8,3,0.0,26.3,70.67999999999999,1
1491,36.0,539.6,4,4.4,173.32,81.6,13.0,2,0,1.0,24.0,50.76,1
1492,3.5,392.4,3,0.35,22.68,93.1,12.0,3,2,0.0,58.0,35.815000000000005,2
1493,2.8,276.7,5,0.35,50.7105,96.8,14.0,2,3,1.0,29.3,62.400000000000006,2
1494,27.0,282.4,1,2.2,107.52,19.6,8.0,7,2,0.0,60.1,82.44,1
1495,4.199999999999999,210.7,4,0.0,86.7375,97.2,9.0,9,4,0.0,95.9,27.82,2
1496,19.36747473636933,116.4,5,3.0,493.1949375,90.98349591996104,7.0,6,2,2.0,28.9,46.2,1
1497,7.35,746.1,5,1.4,60.228,59.8,6.0,7,2,2.0,17.3,33.67,2
1498,5.6,611.2,2,0.35,74.664,28.4,3.0,6,3,2.0,19.3,29.64,2
1499,3.15,346.8,5,0.7,26.478,19.1,6.0,8,3,0.0,45.4,21.385,2
1500,4.199999999999999,251.1,2,0.35,53.6355,17.3,8.0,3,0,2.0,13.3,36.53,2
1501,22.53459261639019,182.6,1,0.0,135.8,86.32041771169027,12.0,3,2,0.0,77.0,37.9,1
1502,23.4,398.0,5,6.449999999999999,309.932,36.4,8.0,7,1,0.0,27.0,71.52,1
1503,14.0,497.6,5,0.0,169.7,81.9,19.14336822327897,6,1,0.0,75.59241546951937,68.8,0
1504,3.15,479.9,4,0.35,37.773,73.8,12.0,5,1,2.0,33.6,50.96000000000001,2
1505,14.0,753.0875000000001,4,1.0,140.91,3.2,28.81033015009148,7,0,0.0,87.7054306892733,52.1,0
1506,29.552694811765747,107.4,2,3.0,177.84,86.31044749280903,8.0,10,2,1.0,83.3,39.9,1
1507,4.9,268.8,1,1.0499999999999998,145.998,55.7,14.0,5,1,0.0,44.9,16.509999999999998,2
1508,4.9,70.3,4,0.35,62.010000000000005,29.5,4.0,8,1,0.0,39.3,26.65,2
1509,28.8,206.8,2,6.449999999999999,245.252,49.6,9.0,6,2,2.0,88.2,44.16,1
1510,5.25,393.3,1,1.0499999999999998,53.082,1.9,12.0,11,0,2.0,67.9,47.19,2
1511,3.15,304.4,2,0.7,79.227,44.2,11.0,7,1,0.0,26.7,26.52,2
1512,2.45,264.1,3,0.7,31.959,68.2,11.0,5,3,2.0,52.2,58.955000000000005,2
1513,10.0,625.9,5,2.0,80.55,61.4,31.990286109891574,9,4,0.0,88.02862156159583,59.9,0
1514,2.1,138.6,2,1.0499999999999998,63.459,79.8,9.0,7,2,0.0,20.5,14.43,2
1515,17.88532985819929,239.3,2,1.0,34.11,84.39281672220092,6.0,4,0,0.0,90.9,39.6,2
1516,36.0,309.9,3,6.449999999999999,332.472,62.4,9.0,7,0,0.0,51.3,69.72,1
1517,19.8,146.1,5,2.2,270.452,97.9,11.0,5,1,2.0,41.5,39.48,1
1518,15.0,356.7,5,3.0,189.79,73.2,29.998923007823727,5,0,0.0,76.15372745412039,57.7,0
1519,10.0,224.7,4,2.0,72.68,19.8,27.278309913118346,8,2,1.0,87.62613380398378,44.9,0
1520,19.33365740136628,287.8,4,2.0,97.02,83.90674611645782,8.0,6,2,1.0,22.7,54.33,1
1521,17.20977241617618,235.0,1,2.0,126.05,91.8862944944702,6.0,5,2,1.0,6.8,97.4,1
