id_usuario,edad,antiguedad_meses,sesiones_mes,minutos_promedio_sesion,productos_vistos,productos_favoritos,compras_ultimos_6m,gasto_promedio,descuento_utilizado,interacciones_recomendaciones,dias_desde_ultima_compra,satisfaccion,canal_preferido,categoria_favorita,dispositivo_principal,realizara_compra_30d
1273,34,20,8,19.3,31,7.0,6,99.65,17.6,5,23,8.0,Web,Tecnología,Android,0
1274,58,3,17,17.9,32,3.0,4,152.01,46.4,8,51,9.3,App,Deporte,iOS,1
1275,52,17,10,22.7,41,4.0,2,128.09,59.3,12,40,5.9,App,Tecnología,Android,0
1276,39,37,6,16.7,42,3.0,1,99.51,57.7,5,37,10.0,App,Hogar,iOS,0
1277,27,52,11,27.8,47,5.0,3,108.0,26.2,5,38,7.5,App,Moda,iOS,1
1278,23,22,11,9.1,21,6.0,4,37.31,9.9,8,25,7.3,App,Hogar,Android,0
1279,48,57,11,29.1,42,5.0,2,73.33,20.5,12,43,8.9,Web,Tecnología,iOS,0
1280,38,11,10,22.3,23,5.0,2,40.92,9.6,8,58,7.9,App,Bienestar,iOS,1
1281,40,29,10,20.3,33,5.0,6,74.25,28.4,9,47,5.4,App,Tecnología,Android,0
1282,18,29,7,8.9,26,6.0,2,138.62,26.7,10,57,2.8,Tablet,Deporte,iOS,0
1283,45,33,17,14.2,29,3.0,5,74.71,13.0,4,50,5.9,Tablet,Hogar,Android,1
1284,40,24,40,31.6,33,5.0,3,162.34988342409534,13.7,5,42,6.1,Web,Hogar,iOS,0
1285,23,28,40,20.3,40,7.0,2,238.3100068450773,28.5,4,14,6.0,App,Tecnología,Android,0
1286,30,10,13,24.2,39,5.0,2,103.24,22.6,6,20,6.4,Web,Tecnología,Android,0
1287,38,49,13,15.0,38,9.0,0,55.76,35.8,11,9,3.3,App,Tecnología,Android,0
1288,36,39,10,21.8,36,7.0,2,73.03999999999999,47.7,6,58,5.6,Web,Tecnología,iOS,1
1289,32,27,12,11.0,33,4.0,2,38.61,18.5,9,14,8.1,App,Tecnología,iOS,0
1290,34,40,10,22.8,32,5.0,3,92.52,4.7,10,19,8.8,Web,Moda,iOS,0
1291,32,50,7,25.0,36,3.0,3,95.11,51.4,6,26,6.3,App,Tecnología,Web,1
1292,37,32,14,24.6,26,7.0,2,115.81,59.1,8,27,8.3,App,Hogar,iOS,1
1293,51,72,20,14.8,33,2.0,3,52.31,42.7,9,30,3.7,App,Deporte,iOS,0
1294,18,34,9,19.3,32,4.0,2,115.17,13.6,5,59,7.7,Web,Tecnología,Android,0
1295,32,12,13,26.3,25,6.0,3,171.76,11.8,6,42,9.0,App,Deporte,iOS,0
1296,37,26,10,20.3,29,3.0,1,21.49,26.6,5,48,8.0,App,Hogar,Android,0
1297,38,41,9,19.7,36,5.0,4,77.16,20.5,5,17,7.3,App,Bienestar,iOS,0
1298,31,50,19,37.2,38,5.0,2,27.77,47.2,8,49,3.7,Web,Tecnología,Web,0
1299,18,25,12,14.4,33,7.0,1,46.73,33.6,10,17,9.9,Web,Tecnología,iOS,0
1300,39,11,10,30.6,31,0.0,2,48.88,20.5,7,29,10.0,App,Tecnología,Android,0
1301,54,19,11,12.8,35,2.0,1,72.31,49.2,9,22,8.3,Web,Hogar,iOS,0
1302,18,7,13,27.2,32,3.0,5,92.31,11.6,7,23,9.2,App,Tecnología,Android,1
1303,45,36,17,27.7,30,4.0,3,123.38,50.8,6,115,7.3,App,Deporte,iOS,0
1304,31,16,14,17.9,34,3.0,3,86.72,18.4,10,24,8.4,Web,Moda,iOS,0
1305,34,13,13,12.3,30,4.0,4,108.63,50.6,10,7,8.5,Web,Deporte,iOS,0
1306,23,38,15,6.2,31,7.0,1,41.44,12.8,6,57,7.2,Tablet,Hogar,Android,0
1307,31,56,12,17.1,31,2.0,4,134.11,22.1,9,31,6.1,App,Hogar,iOS,1
1308,49,13,8,26.2,36,3.0,4,12.24,30.1,10,47,8.5,App,Tecnología,Android,1
1309,41,25,18,13.4,47,5.0,2,173.67,89.1,6,19,9.9,App,Bienestar,Android,1
1310,54,19,23,22.8,36,4.0,1,157.35,26.0,5,30,9.0,Web,Hogar,Android,0
1311,48,51,14,10.2,31,6.0,1,113.3,64.2,3,33,7.8,App,Bienestar,iOS,0
1312,40,21,14,20.1,36,2.0,1,255.55,41.2,7,33,7.7,App,Bienestar,Android,1
1313,54,10,13,12.8,35,8.0,2,27.81,8.3,9,31,7.3,Web,Tecnología,iOS,0
1314,40,22,9,21.4,41,4.0,6,115.14,68.3,10,54,4.1,App,Bienestar,iOS,0
1315,44,45,12,18.0,29,2.0,3,80.79,15.2,6,59,7.2,App,Moda,iOS,0
1316,32,19,13,12.5,41,3.0,4,85.78,7.2,6,18,7.0,App,Deporte,iOS,0
1317,36,14,15,16.7,42,0.0,1,39.55,44.7,6,57,5.6,App,Moda,Web,0
1318,27,20,14,14.5,45,6.0,6,93.19,26.9,8,20,8.8,Web,Hogar,Web,1
1319,46,10,17,11.5,41,9.0,4,90.81,17.4,11,45,7.7,Web,Deporte,Android,0
1320,22,19,22,30.7,34,4.0,2,73.03999999999999,19.9,14,6,3.6,App,Hogar,iOS,0
1321,44,15,13,19.1,22,5.0,2,72.22,18.0,13,55,7.6,App,Bienestar,Android,0
1322,33,79,12,4.4,40,10.0,1,36.4,33.6,11,42,9.1,App,Deporte,Android,1
1323,48,4,12,17.0,42,6.0,3,60.34,10.1,6,21,6.5,Tablet,Tecnología,Android,0
1324,43,12,18,29.3,48,4.0,1,127.22,10.8,11,35,5.9,App,Moda,iOS,0
1325,55,14,8,15.9,37,6.0,3,128.63,25.8,7,31,5.5,App,Moda,iOS,1
1326,43,10,11,34.0,39,7.0,1,114.47,41.7,6,37,7.4,App,Bienestar,iOS,0
1327,18,29,13,15.1,33,6.0,4,127.19,2.1,15,38,6.3,Web,Tecnología,Android,1
1328,34,13,8,26.0,40,7.0,4,128.11,26.0,8,31,5.2,App,Moda,Android,0
1329,22,7,13,30.3,31,9.0,2,52.64,30.6,4,79,9.6,Tablet,Deporte,Web,0
1330,29,23,10,25.6,36,10.0,3,90.4,18.2,9,25,7.6,Tablet,Moda,iOS,1
1331,52,18,20,11.0,35,3.0,1,136.35,21.3,9,44,7.3,App,Deporte,Web,0
1332,42,13,21,14.5,41,3.0,5,35.12,30.7,12,41,9.6,Web,Hogar,Android,1
1333,27,50,15,31.4,25,4.0,5,35.01,25.9,14,26,7.7,App,Tecnología,Android,0
1334,24,30,13,15.6,42,5.0,5,33.96,33.1,7,73,7.1,App,Hogar,iOS,0
1335,35,28,5,29.8,32,5.0,3,28.09,19.8,9,17,7.6,App,Moda,iOS,0
1336,22,30,5,18.6,28,5.0,4,42.08,20.3,9,50,6.6,App,Tecnología,Android,0
1337,28,29,12,23.1,34,5.0,5,56.18,26.0,9,44,7.1,Web,Bienestar,Android,0
1338,38,19,11,10.9,42,3.0,2,172.3,38.7,16,42,8.1,Web,Hogar,iOS,1
1339,48,13,17,17.1,41,4.0,0,58.96,14.7,11,34,9.7,Web,Tecnología,Android,1
1340,42,24,12,15.0,40,7.0,4,32.57,22.4,11,57,6.5,App,Bienestar,Android,1
1341,18,18,11,23.8,32,2.0,8,82.18,32.7,15,14,8.2,Web,Tecnología,Web,0
1342,38,4,5,22.7,37,9.0,3,67.6,6.9,9,20,5.2,App,Tecnología,Android,0
1343,36,10,12,25.7,27,3.0,3,48.78,29.8,6,43,8.0,Web,Tecnología,iOS,0
1344,40,17,24,18.1,51,7.0,2,54.26,22.0,8,21,9.8,App,Deporte,Android,1
1345,53,39,14,14.6,30,7.0,3,134.88,65.2,11,18,7.3,Web,Hogar,Web,0
1346,18,24,22,23.5,35,5.0,4,34.54,17.7,11,68,6.5,App,Moda,iOS,0
1347,28,11,12,13.8,31,4.0,7,30.0,4.8,10,70,6.6,Web,Deporte,Web,0
1348,41,9,12,30.6,32,5.0,2,96.96,11.3,10,45,8.0,App,Tecnología,iOS,0
1349,18,44,9,21.1,38,6.0,3,53.51,5.6,7,21,7.4,Web,Deporte,iOS,0
1350,51,19,17,19.4,32,3.0,0,176.13,16.8,6,25,6.7,Web,Bienestar,Android,0
1351,39,1,9,25.7,49,3.0,3,68.9,26.9,4,38,8.2,App,Bienestar,iOS,0
1352,44,20,7,21.4,54,2.0,1,70.97,33.3,6,30,6.1,App,Tecnología,Android,0
1353,29,34,13,8.7,32,4.0,7,115.59,12.1,7,51,8.5,Web,Bienestar,iOS,1
1354,44,9,18,13.5,32,4.0,3,29.9,54.9,3,16,6.9,Tablet,Hogar,Web,0
1355,47,23,8,30.5,30,7.0,3,90.3,23.9,6,16,8.2,App,Hogar,Android,0
1356,38,24,21,22.7,29,7.0,2,61.34,1.6,17,31,8.5,App,Deporte,Android,0
1357,38,9,10,8.5,34,8.0,4,131.92,18.2,7,70,4.6,Tablet,Moda,Android,0
1358,38,47,9,24.8,36,5.0,2,52.55,7.5,4,44,7.2,App,Hogar,iOS,0
1359,26,24,11,17.5,24,7.0,1,82.66,26.3,9,36,5.2,App,Moda,Web,0
1360,33,17,11,15.0,30,5.0,3,61.56,46.8,11,36,4.9,Tablet,Tecnología,iOS,0
1361,33,19,8,12.8,37,5.0,3,94.12,17.8,12,68,7.0,App,Hogar,iOS,0
1362,39,8,11,30.0,33,3.0,3,73.03999999999999,14.3,9,90,7.7,Web,Bienestar,Android,0
1363,46,8,5,6.3,34,8.0,3,86.64,55.5,7,15,5.1,Web,Hogar,Android,0
1364,23,16,19,15.3,30,6.0,0,196.72,31.2,10,39,7.7,Web,Moda,Android,0
1365,34,16,14,23.0,48,5.0,1,64.08,18.8,11,41,6.1,App,Tecnología,Android,1
1366,51,18,9,34.6,34,9.0,7,93.6,36.5,6,25,7.4,Web,Tecnología,iOS,1
1367,27,49,12,26.4,42,4.0,6,263.76,23.4,8,19,10.0,App,Tecnología,iOS,0
1368,26,33,12,15.2,37,7.0,3,92.94,26.1,7,8,6.9,App,Moda,Android,0
1369,37,5,9,34.2,25,6.0,0,19.66,53.1,9,35,5.7,App,Tecnología,iOS,0
1370,44,44,9,11.2,37,7.0,4,51.99,28.2,8,87,7.3,App,Deporte,iOS,0
1371,35,15,10,24.1,42,7.0,4,38.68,55.8,4,57,7.0,App,Tecnología,iOS,0
1372,50,35,13,25.9,36,3.0,0,124.53,25.1,2,35,6.8,Tablet,Tecnología,Android,0
1373,44,16,15,15.0,39,7.0,3,71.23,57.9,5,43,7.3,App,Moda,Android,0
1374,44,23,9,27.6,28,2.0,5,134.62,5.9,4,34,7.3,Tablet,Deporte,Android,0
1375,41,8,10,17.9,34,7.0,4,104.99,23.9,4,34,5.6,App,Bienestar,Android,0
1376,61,27,9,27.6,29,5.0,4,104.74,7.9,11,57,8.5,App,Moda,Android,0
1377,33,37,5,7.3,39,6.0,3,38.27,8.6,15,36,9.1,Web,Hogar,Web,0
1378,18,6,13,24.7,28,4.0,1,99.01,42.5,14,15,6.8,App,Tecnología,Web,0
1379,53,38,13,18.7,26,4.0,7,159.03,26.4,7,17,7.8,Web,Deporte,iOS,0
1380,30,13,12,31.2,33,6.0,2,33.84,13.5,7,26,4.4,Web,Hogar,iOS,0
1381,36,59,17,21.6,33,4.0,4,63.0,38.0,10,42,7.3,App,Tecnología,iOS,0
1382,49,35,14,32.0,43,9.0,3,91.14,7.5,8,18,10.0,App,Deporte,iOS,0
1383,18,31,14,26.1,43,5.0,2,79.15,55.6,11,8,8.4,Web,Moda,iOS,1
1384,21,19,17,21.0,33,3.0,2,165.28,15.9,6,27,7.5,Web,Hogar,Web,1
1385,18,88,11,28.3,38,3.0,6,111.96,46.0,3,46,7.2,App,Moda,Android,1
1386,26,16,40,28.4,31,3.0,3,674.5039281672008,9.0,10,60,6.9,Web,Tecnología,iOS,1
1387,40,10,14,25.8,34,3.0,4,117.59,30.7,9,20,7.9,App,Moda,Android,0
1388,41,13,11,3.7,33,2.0,5,114.19,43.0,13,31,8.7,App,Tecnología,Android,1
1389,38,41,14,14.1,29,10.0,4,76.71,13.8,11,16,7.3,App,Moda,Android,0
1390,19,23,9,33.1,35,5.0,1,61.7,35.2,6,24,8.4,App,Hogar,iOS,0
1391,18,21,8,12.0,25,6.0,3,129.3,11.9,8,9,6.2,Tablet,Tecnología,Android,0
1392,36,16,14,29.1,39,9.0,4,49.84,34.4,6,13,6.7,App,Tecnología,Web,0
1393,30,20,14,27.7,35,6.0,3,72.08,6.0,6,13,5.7,Web,Moda,iOS,0
1394,40,15,13,16.2,38,4.0,4,39.7,34.4,12,62,7.5,App,Bienestar,Android,0
1395,43,33,13,6.0,32,7.0,5,112.16,40.4,11,18,7.3,Tablet,Hogar,iOS,1
1396,37,18,20,17.4,37,4.0,2,147.73,18.2,8,52,7.9,Web,Moda,iOS,0
1397,43,14,8,38.6,29,7.0,9,44.83,25.5,10,13,7.7,App,Bienestar,iOS,1
1398,38,39,11,15.1,37,6.0,1,68.91,19.9,7,32,8.3,App,Tecnología,Android,1
1399,41,10,11,15.6,18,5.0,2,73.03999999999999,22.9,8,39,10.0,App,Deporte,Android,0
1400,27,23,8,14.0,27,2.0,1,135.49,12.5,13,44,8.3,Web,Hogar,Android,0
1401,33,4,12,31.7,41,9.0,3,163.5,42.0,8,7,4.5,Web,Tecnología,iOS,1
1402,37,7,14,20.1,34,6.0,4,57.63,34.1,8,45,7.0,App,Tecnología,Android,0
1403,44,17,10,17.0,31,10.0,5,13.7,53.8,7,49,7.3,App,Bienestar,Android,0
1404,31,15,11,33.3,33,8.0,1,141.39,14.4,5,4,5.1,App,Moda,iOS,1
1405,41,15,10,26.6,33,5.0,3,76.88,39.3,4,17,8.5,Web,Deporte,Android,1
1406,32,35,11,14.6,42,2.0,1,77.05,25.4,12,47,9.8,Web,Deporte,iOS,0
1407,34,37,10,12.2,40,2.0,1,127.43,35.1,7,84,6.1,App,Hogar,iOS,1
1408,44,26,14,31.3,26,7.0,3,61.39,70.8,11,46,7.3,Web,Moda,Android,0
1409,18,10,9,22.1,40,8.0,2,53.03,45.8,7,4,8.8,Web,Moda,Web,0
1410,21,20,12,9.6,51,3.0,1,61.67,7.7,15,45,7.7,Web,Hogar,Android,0
1411,19,64,20,7.7,34,7.0,4,98.15,2.3,8,13,7.3,App,Tecnología,iOS,1
1412,18,83,14,13.1,36,6.0,4,121.62,30.3,9,39,6.2,App,Tecnología,iOS,1
1413,28,40,10,12.1,44,4.0,1,184.14,20.2,9,47,8.9,App,Moda,iOS,0
1414,43,10,11,5.6,32,4.0,4,93.63,9.1,8,39,9.1,Web,Moda,Android,0
1415,32,20,13,13.2,27,6.0,3,69.27,50.8,7,55,8.0,Web,Hogar,iOS,0
1416,37,25,15,14.6,34,9.0,4,122.11,30.1,6,19,7.7,Web,Tecnología,Web,0
1417,47,23,13,18.3,37,7.0,3,43.96,18.7,8,48,6.2,Web,Moda,Web,0
1418,50,42,14,35.5,35,4.0,1,163.72,16.9,8,26,8.6,App,Hogar,Android,0
1419,34,34,8,19.9,34,6.0,2,84.25,12.1,5,47,7.3,Tablet,Moda,Android,1
1420,50,10,8,20.7,26,3.0,3,66.14,27.7,10,14,7.1,Web,Moda,Android,0
1421,36,14,7,26.1,37,9.0,4,44.04,26.0,8,21,8.6,App,Bienestar,Web,0
1422,26,39,10,20.1,33,5.0,2,105.88,45.4,10,52,6.9,App,Tecnología,Web,0
1423,28,50,9,25.2,34,5.0,3,73.03999999999999,32.8,14,31,6.3,App,Deporte,Android,1
1424,19,25,11,24.2,44,7.0,4,71.21,47.0,5,19,8.8,Web,Moda,iOS,0
1425,25,54,15,23.0,30,3.0,8,29.91,27.0,10,53,5.2,Web,Hogar,Android,1
1426,31,24,13,44.1,27,5.0,1,59.05,28.5,10,21,8.3,App,Moda,iOS,0
1427,44,11,16,29.3,39,5.0,1,54.86,20.8,12,43,5.6,App,Hogar,Android,0
1428,54,32,10,13.3,31,2.0,5,94.41,13.3,9,21,4.8,App,Deporte,Android,0
1429,20,96,16,25.0,43,3.0,1,64.73,7.8,8,83,8.2,App,Moda,Android,0
1430,39,8,13,15.7,37,3.0,4,17.47,32.3,3,36,7.8,Web,Bienestar,iOS,0
1431,24,53,12,25.6,39,5.0,5,73.03999999999999,36.1,5,32,6.4,App,Bienestar,Android,0
1432,40,31,13,11.0,40,7.0,2,33.7,46.5,6,60,5.7,App,Bienestar,Android,0
1433,34,13,17,13.1,37,3.0,2,42.26,26.2,9,20,7.8,Web,Moda,iOS,0
1434,18,4,16,24.8,39,5.0,4,130.27,37.1,8,51,6.6,App,Deporte,Android,0
1435,45,3,5,30.0,36,4.0,4,29.62,41.2,8,18,8.4,Web,Moda,Android,0
1436,28,15,10,26.0,47,2.0,3,88.2,19.0,8,31,6.5,App,Moda,iOS,0
1437,29,28,18,28.8,34,4.0,3,56.74,44.4,8,23,6.7,App,Moda,Android,0
1438,23,38,9,25.0,27,5.0,3,51.03,15.2,3,13,8.9,Web,Hogar,Android,0
1439,28,43,15,23.4,39,0.0,5,43.77,13.7,9,14,5.9,Web,Moda,Web,0
1440,40,26,14,18.0,38,6.0,4,89.41,35.1,11,23,5.3,App,Tecnología,iOS,0
1441,33,24,6,28.5,43,3.0,2,95.1,36.3,4,49,6.0,Web,Tecnología,iOS,0
1442,39,17,7,30.2,40,7.0,6,29.04,19.5,8,135,7.6,App,Moda,Android,0
1443,39,28,8,21.5,39,9.0,2,141.21,8.0,6,14,10.0,App,Deporte,iOS,0
1444,50,13,8,21.1,39,9.0,1,39.06,6.4,3,30,7.5,App,Hogar,Android,0
1445,31,8,13,34.7,38,6.0,4,92.87,36.0,3,26,6.1,Web,Hogar,Web,0
1446,19,23,12,21.8,28,6.0,2,39.17,14.8,3,50,6.1,App,Tecnología,iOS,0
1447,47,36,11,22.6,32,5.0,5,58.27,21.6,9,70,7.9,App,Deporte,iOS,0
1448,31,7,15,25.9,38,6.0,3,37.12,69.0,4,37,4.9,App,Tecnología,Android,1
1449,47,15,11,21.2,39,10.0,3,56.07,6.7,10,14,4.7,Tablet,Moda,Android,0
1450,39,22,10,15.4,45,4.0,1,67.15,15.4,14,26,7.6,App,Deporte,Android,1
1451,34,22,13,25.0,36,9.0,1,39.86,33.3,5,44,8.5,App,Deporte,Android,1
1452,39,31,22,21.7,30,10.0,4,89.16,30.3,9,27,8.6,Web,Tecnología,Android,0
1453,56,63,10,36.7,31,6.0,0,95.82,23.1,10,16,7.8,App,Hogar,Android,0
1454,58,3,18,28.3,33,5.0,2,332.22,6.0,6,33,9.0,Tablet,Hogar,Android,1
1455,36,65,11,17.2,37,6.0,0,124.99,25.8,6,28,7.0,Web,Deporte,iOS,0
1456,37,61,11,27.8,30,7.0,3,143.24,49.6,7,39,6.8,App,Bienestar,Android,1
1457,47,38,17,24.5,38,5.0,2,28.35,29.4,9,52,7.2,App,Moda,Web,0
1458,26,25,14,32.5,29,4.0,4,25.54,8.5,3,68,7.7,App,Moda,iOS,0
1459,39,13,17,17.8,46,4.0,5,63.7,18.2,9,92,10.0,App,Moda,Android,0
1460,35,38,12,23.5,41,6.0,3,200.38,54.1,8,114,7.0,Web,Tecnología,Android,0
1461,38,26,17,21.2,42,4.0,1,292.48,62.8,7,11,7.6,Web,Deporte,Android,1
1462,26,17,10,22.5,34,4.0,1,51.38,34.7,10,41,9.7,App,Moda,Android,0
1463,18,37,5,14.9,38,5.0,10,54.33,26.6,12,8,8.1,App,Deporte,Android,0
1464,18,41,12,26.6,31,9.0,4,101.15,42.1,9,38,4.9,App,Bienestar,Android,1
1465,23,50,12,25.3,38,7.0,2,67.29,18.3,11,48,9.7,App,Deporte,Android,1
1466,30,12,7,32.3,41,4.0,2,68.23,37.2,7,12,7.8,Tablet,Deporte,Android,1
1467,32,46,13,21.9,26,4.0,2,106.34,16.9,12,94,3.3,Web,Tecnología,Android,0
1468,56,18,11,18.7,44,6.0,1,333.96,13.7,9,13,6.7,App,Tecnología,iOS,1
1469,47,25,8,28.3,30,2.0,2,153.7,6.4,10,16,6.3,App,Tecnología,iOS,0
1470,24,28,14,15.6,45,8.0,0,209.66,47.1,7,49,6.6,Tablet,Tecnología,Android,0
1471,39,44,16,30.7,46,6.0,0,27.2,22.7,7,41,7.3,App,Moda,iOS,1
1472,31,35,6,30.7,44,8.0,2,135.45,32.8,8,42,8.3,Web,Tecnología,Web,0
1473,32,17,18,32.1,38,3.0,7,44.48,49.3,5,3,9.1,App,Tecnología,Web,1
1474,37,3,16,25.0,24,6.0,4,188.58,11.9,4,44,9.1,App,Deporte,Android,0
1475,42,30,16,18.1,45,6.0,3,158.22,11.6,13,40,9.5,Web,Bienestar,Android,1
1476,31,24,8,22.9,37,5.0,2,104.54,57.4,10,22,7.0,Web,Tecnología,Android,1
1477,47,8,20,25.0,37,4.0,1,73.03999999999999,26.2,3,10,4.4,Web,Deporte,iOS,0
1478,22,26,10,17.5,20,3.0,2,57.48,31.6,11,32,3.8,App,Tecnología,iOS,0
1479,35,22,11,32.7,37,4.0,3,60.09,31.5,9,52,8.4,App,Bienestar,Android,1
1480,64,50,5,26.6,31,9.0,5,114.07,6.1,6,63,7.2,Web,Hogar,iOS,1
1481,37,67,15,14.9,43,6.0,2,93.66,39.8,6,27,9.4,App,Deporte,iOS,0
1482,51,41,7,37.1,28,0.0,1,163.78,40.5,4,69,7.9,App,Hogar,Android,0
1483,36,21,9,22.8,26,7.0,2,181.9,18.5,9,9,4.8,Tablet,Moda,Android,0
1484,41,23,17,13.2,31,3.0,6,47.11,26.6,3,53,6.5,Web,Deporte,Android,0
1485,34,12,15,15.4,37,6.0,3,97.4,36.3,8,31,7.9,Web,Bienestar,iOS,1
1486,33,14,9,33.9,40,4.0,6,96.75,27.4,9,8,5.7,App,Hogar,Android,1
1487,26,20,12,36.6,43,2.0,1,71.18,42.8,4,62,9.4,App,Moda,Android,0
1488,40,19,13,30.1,36,3.0,1,125.9,28.2,10,32,6.7,Web,Tecnología,Web,0
1489,26,7,9,32.6,19,7.0,2,98.25,19.4,7,55,6.8,App,Tecnología,Android,0
1490,42,50,15,31.7,22,7.0,1,54.68,20.7,8,30,5.1,Web,Deporte,Android,0
1491,47,54,13,26.5,41,6.0,0,69.36,31.7,7,29,10.0,App,Tecnología,iOS,0
1492,39,49,16,24.6,38,3.0,3,61.89,28.9,10,22,7.0,Web,Tecnología,Web,0
1493,32,56,17,26.3,42,3.0,3,50.27,22.3,1,33,7.7,Web,Tecnología,iOS,0
1494,40,79,6,27.9,31,6.0,4,71.56,44.6,4,43,6.2,App,Tecnología,iOS,0
1495,32,12,8,16.1,40,6.0,1,36.75,3.3,5,31,6.7,Web,Deporte,Android,0
1496,45,77,12,27.9,35,7.0,6,97.33,21.2,6,13,7.7,App,Tecnología,Android,0
1497,18,17,8,33.7,28,6.0,3,162.35,22.6,5,41,7.9,Web,Bienestar,Web,1
1498,31,33,18,20.3,32,4.0,5,77.11,28.6,5,41,8.1,App,Hogar,Web,0
1499,18,6,14,19.5,30,3.0,3,126.22,14.8,16,13,8.7,Web,Bienestar,Android,0
1500,19,16,7,25.8,30,7.0,8,81.69,15.8,6,20,8.3,Web,Hogar,iOS,0
1501,50,41,11,16.8,24,6.0,3,42.75,18.8,8,12,7.3,App,Moda,Android,1
1502,45,34,10,11.5,31,7.0,1,226.19,20.3,10,33,6.4,App,Moda,Android,0
1503,27,17,8,31.2,32,6.0,3,19.79,31.2,7,48,7.0,App,Hogar,iOS,0
1504,18,23,14,18.4,38,10.0,1,75.43,17.9,1,45,5.6,Web,Hogar,iOS,0
1505,18,14,11,22.1,31,7.0,3,49.15,28.4,5,9,6.6,Tablet,Tecnología,Android,0
1506,29,41,12,17.1,31,4.0,3,179.01,18.4,4,32,7.9,App,Bienestar,Android,0
1507,62,52,10,32.2,34,3.0,2,84.46,63.2,8,15,7.9,App,Bienestar,iOS,1
1508,40,12,12,28.8,45,7.0,1,305.82,17.6,11,11,8.2,App,Hogar,Android,1
1509,29,22,15,20.1,38,7.0,1,76.5,20.6,6,32,9.4,Web,Hogar,Android,1
1510,40,7,14,12.6,31,7.0,2,49.35,15.3,9,23,5.5,App,Hogar,Web,0
1511,18,26,13,19.2,39,6.0,1,29.28,5.3,11,86,4.7,App,Hogar,Web,0
1512,32,31,13,26.6,43,4.0,6,137.85,5.1,9,91,6.9,Web,Tecnología,Web,1
1513,36,27,16,23.5,42,3.0,6,47.39,11.0,6,48,9.4,Web,Deporte,iOS,1
1514,34,30,12,22.9,35,4.0,1,59.54,36.2,11,22,9.3,Web,Moda,Web,0
1515,44,20,12,23.7,56,4.0,7,147.37,5.4,8,7,7.6,App,Hogar,iOS,1
1516,39,21,9,28.1,32,12.0,1,133.87,8.0,10,21,6.9,App,Deporte,iOS,0
1517,42,20,18,21.7,31,6.0,1,53.63,33.1,12,53,7.7,App,Tecnología,iOS,0
1518,27,15,18,25.6,21,4.0,5,58.43,21.0,9,24,8.9,Web,Deporte,iOS,0
1519,45,17,15,14.1,39,5.0,4,28.55,40.2,14,9,6.2,Web,Hogar,Android,1
1520,53,30,15,42.4,28,5.0,3,24.21,38.4,5,77,6.5,App,Tecnología,Android,1
1521,24,50,15,19.7,29,4.0,6,114.15,41.0,14,17,7.4,Web,Tecnología,Web,1
1522,25,11,12,23.6,36,8.0,6,121.29,12.5,9,18,8.9,App,Hogar,iOS,0
1523,50,21,14,26.5,34,4.0,5,91.28,11.2,12,66,7.3,Web,Moda,Android,0
1524,33,9,11,18.7,41,7.0,8,83.13,6.9,6,37,4.5,App,Tecnología,Web,1
1525,50,15,16,22.1,38,5.0,1,50.86,30.4,6,38,8.5,App,Tecnología,iOS,0
1526,30,17,13,22.0,36,7.0,1,168.17,19.5,10,39,7.3,Web,Deporte,iOS,0
1527,51,25,12,14.7,43,6.0,2,28.11,12.1,11,15,8.2,App,Deporte,Web,0
1528,36,24,14,25.5,39,5.0,2,57.96,13.9,6,46,7.0,Web,Hogar,iOS,0
1529,38,22,12,8.8,39,5.0,6,81.93,27.4,5,58,8.0,App,Bienestar,Android,0
1530,52,29,14,36.0,45,11.0,4,74.98,56.0,8,34,7.4,App,Deporte,iOS,1
1531,31,11,10,28.3,38,13.0,5,74.92,25.2,6,28,6.5,App,Moda,Android,0
1532,25,25,8,27.1,26,4.0,3,56.37,38.9,10,70,6.2,Web,Bienestar,iOS,0
1533,30,35,9,8.1,37,1.0,3,100.99,22.1,9,54,7.0,Web,Moda,Android,1
1534,40,11,15,15.7,32,2.0,2,38.44,51.2,3,17,5.5,Web,Hogar,Android,0
1535,18,5,8,33.1,30,2.0,2,69.29,61.0,9,50,6.7,App,Moda,iOS,0
1536,42,41,6,55.2,34,7.0,3,95.11,31.7,11,29,6.8,Tablet,Hogar,Android,1
1537,29,9,4,31.6,35,3.0,4,62.46,20.4,9,38,8.8,App,Tecnología,Web,0
1538,48,15,21,30.3,35,5.0,1,75.2,31.2,5,88,8.2,Web,Tecnología,Android,0
1539,18,34,16,26.2,41,9.0,3,84.44,48.7,5,9,10.0,App,Tecnología,Android,1
1540,26,11,11,15.2,30,5.0,3,28.48,15.1,7,5,5.0,App,Hogar,Android,1
1541,18,39,10,30.0,29,5.0,2,29.98,20.3,3,20,6.9,App,Deporte,iOS,0
1542,26,13,5,13.2,34,5.0,0,80.73,36.0,9,28,9.0,App,Bienestar,iOS,0
1543,38,12,14,12.3,25,3.0,6,53.67,35.0,12,18,7.7,App,Moda,iOS,1
1544,33,9,9,11.8,39,7.0,4,55.48,46.0,8,47,7.0,Web,Tecnología,iOS,0
1545,32,13,18,29.8,37,6.0,3,102.56,45.6,13,43,6.0,App,Moda,iOS,0
1546,33,32,10,21.5,39,4.0,4,43.54,46.1,8,33,8.3,App,Bienestar,Web,0
1547,37,15,10,22.8,45,2.0,2,19.89,75.8,7,40,7.6,Tablet,Hogar,Android,0
