id_usuario,id_producto,categoria,subcategoria,precio,nivel_novedad,popularidad,tipo_interaccion,valoracion,tiempo_interaccion_seg,compra,peso
2010,P009,Bienestar,Personal,63.58,66.4,63.8,click,4.0,39.9,0,2
2545,P372,Tecnología,Audio,178.09,42.1,57.0,vista,0.0,234.7,0,1
1732,P130,Deporte,Outdoor,128.52,27.7,41.4,vista,1.0,114.4,0,1
2051,P229,Bienestar,Cuidado,58.06,20.9,83.2,vista,0.0,183.6,0,1
2667,P159,Bienestar,Salud,105.42,66.6,66.1,carrito,0.0,66.9,0,4
1621,P350,Moda,Calzado,45.98,81.2,55.5,vista,0.0,129.9,0,1
2738,P448,Moda,Urbana,49.46,82.0,79.8,carrito,0.0,265.6,0,4
2217,P040,Bienestar,Relajación,36.57,61.7,51.1,favorito,0.0,52.8,0,3
1114,P058,Tecnología,Wearables,80.04,99.9,90.8,vista,0.0,75.8,0,1
2366,P003,Hogar,Organización,30.92,44.0,49.7,click,0.0,25.0,0,2
1963,P085,Moda,Calzado,47.98,41.5,89.6,click,0.0,99.9,0,2
2508,P295,Deporte,Running,78.34,37.7,100.0,vista,0.0,14.8,0,1
2400,P280,Deporte,Fitness,99.6,47.8,53.8,favorito,0.0,42.9,0,3
2007,P065,Moda,Urbana,93.07,97.6,66.3,click,0.0,40.8,0,2
1651,P238,Moda,Urbana,122.16,97.7,40.7,vista,0.0,187.5,0,1
1827,P181,Moda,Urbana,95.52,67.6,85.8,vista,0.0,43.0,0,1
2280,P136,Hogar,Iluminación,262.65,58.7,84.7,vista,0.0,42.8,0,1
2002,P212,Deporte,Running,222.52,80.2,53.2,click,5.0,49.3,0,2
1406,P216,Deporte,Fitness,27.53,33.0,84.1,click,0.0,36.0,0,2
2566,P262,Moda,Calzado,50.44,96.2,72.7,click,0.0,37.5,0,2
1509,P327,Hogar,Cocina,88.32,79.8,65.4,carrito,2.0,92.9,0,4
2391,P130,Deporte,Outdoor,128.52,27.7,41.4,carrito,0.0,119.8,0,4
2271,P002,Deporte,Yoga,18.81,92.9,29.2,click,0.0,152.3,0,2
1040,P305,Tecnología,Smartphone,26.85,25.1,69.2,vista,0.0,46.8,0,1
1702,P358,Tecnología,Audio,19.37,90.3,35.7,vista,5.0,774.2,0,1
2730,P028,Moda,Calzado,22.92,64.9,84.2,favorito,1.0,29.1,0,3
2272,P026,Hogar,Organización,41.54,91.2,66.3,vista,0.0,88.0,0,1
1491,P234,Bienestar,Relajación,30.54,92.8,53.9,vista,0.0,63.2,0,1
1718,P054,Tecnología,Accesorios,37.37,92.4,67.9,vista,0.0,361.1,0,1
2446,P148,Hogar,Decoración,73.82,71.4,83.6,vista,0.0,88.1,0,1
1447,P086,Bienestar,Personal,62.13,92.7,67.5,vista,0.0,142.6,0,1
1298,P173,Deporte,Fitness,96.94,23.3,49.9,vista,2.0,532.8,0,1
1178,P046,Hogar,Decoración,67.12,37.2,61.1,compra,0.0,65.3,1,5
2160,P198,Tecnología,Wearables,78.06,68.0,86.9,vista,0.0,58.7,0,1
2910,P084,Bienestar,Personal,144.04,37.6,34.8,vista,0.0,17.0,0,1
1090,P254,Moda,Accesorios,138.44,38.0,87.6,vista,2.0,177.9,0,1
2783,P423,Deporte,Yoga,18.2,26.0,73.1,vista,0.0,44.9,0,1
1273,P358,Tecnología,Audio,19.37,90.3,35.7,click,0.0,70.1,0,2
2439,P175,Hogar,Organización,59.37,71.6,72.5,vista,0.0,10.9,0,1
2837,P399,Bienestar,Personal,35.77,25.5,63.3,vista,0.0,76.0,0,1
1847,P288,Bienestar,Cuidado,67.59,90.5,100.0,vista,0.0,427.1,0,1
2427,P177,Bienestar,Relajación,885.92,94.7,30.9,favorito,0.0,54.9,0,3
2159,P408,Bienestar,Cuidado,53.66,83.6,90.2,vista,0.0,56.9,0,1
2453,P209,Moda,Urbana,29.33,89.1,69.7,click,0.0,25.3,0,2
1873,P213,Hogar,Decoración,196.5,92.2,100.0,click,0.0,22.4,0,2
2268,P448,Moda,Urbana,49.46,82.0,79.8,click,0.0,20.0,0,2
2858,P212,Deporte,Running,222.52,80.2,53.2,carrito,0.0,168.7,0,4
1275,P045,Hogar,Organización,139.66,43.4,70.7,carrito,0.0,25.3,0,4
1694,P325,Bienestar,Salud,75.97,63.0,62.5,vista,0.0,52.6,0,1
2116,P083,Moda,Casual,36.59,86.1,77.2,click,0.0,78.0,0,2
2043,P390,Deporte,Running,30.4,65.8,32.6,vista,0.0,27.3,0,1
1829,P465,Hogar,Cocina,173.67,56.7,45.6,click,0.0,65.6,0,2
1858,P401,Moda,Casual,535.11,29.2,40.9,vista,0.0,56.1,0,1
2245,P062,Moda,Calzado,101.89,48.3,56.5,click,0.0,87.6,0,2
2430,P453,Moda,Accesorios,71.87,88.6,43.8,vista,0.0,32.6,0,1
2404,P328,Hogar,Cocina,96.41,26.7,77.0,vista,0.0,89.0,0,1
1592,P119,Deporte,Fitness,170.5,99.3,94.2,click,4.0,50.4,0,2
1629,P178,Moda,Urbana,169.4,22.9,67.9,vista,0.0,61.3,0,1
2705,P251,Deporte,Outdoor,97.69,92.5,63.5,compra,0.0,171.9,1,5
1358,P230,Moda,Calzado,143.93,51.8,46.7,vista,0.0,255.2,0,1
1452,P330,Deporte,Fitness,144.25,33.8,59.4,vista,0.0,8.2,0,1
1556,P367,Moda,Calzado,94.27,89.5,62.4,click,0.0,107.0,0,2
2448,P463,Moda,Calzado,194.33,45.8,50.0,click,0.0,54.6,0,2
1381,P474,Deporte,Fitness,258.97,59.7,58.1,click,0.0,12.6,0,2
2078,P029,Tecnología,Wearables,141.47,45.8,55.2,favorito,0.0,102.4,0,3
2237,P392,Moda,Casual,29.59,26.3,60.7,click,0.0,166.9,0,2
1969,P206,Hogar,Cocina,141.32,35.4,68.6,vista,0.0,22.6,0,1
1358,P274,Tecnología,Audio,106.05,38.8,63.2,vista,2.0,18.1,0,1
2470,P006,Hogar,Decoración,146.59,92.3,48.7,vista,4.0,129.4,0,1
1341,P445,Deporte,Running,191.09,83.0,68.5,vista,3.0,67.8,0,1
2859,P060,Moda,Urbana,301.83,89.4,58.4,vista,0.0,53.2,0,1
1931,P157,Hogar,Decoración,94.01,78.4,49.8,favorito,0.0,226.3,0,3
1929,P409,Moda,Accesorios,85.81,82.8,72.8,compra,0.0,77.0,1,5
2632,P431,Moda,Casual,99.44,79.6,62.5,favorito,0.0,93.7,0,3
1510,P192,Hogar,Cocina,24.97,73.2,83.4,carrito,0.0,99.2,0,4
1187,P321,Deporte,Running,244.14,82.2,69.2,vista,5.0,22.6,0,1
1442,P145,Hogar,Iluminación,70.17,37.0,79.6,carrito,0.0,91.6,0,4
2190,P057,Moda,Urbana,935.3421510124076,28.2,92.4,vista,4.0,14.3,0,1
1074,P238,Moda,Urbana,122.16,97.7,40.7,vista,0.0,26.2,0,1
2064,P281,Deporte,Yoga,186.67,37.1,60.6,compra,0.0,75.9,1,5
1364,P343,Hogar,Decoración,245.51,45.5,69.3,vista,5.0,32.5,0,1
2265,P310,Hogar,Decoración,75.98,77.3,59.5,click,0.0,88.9,0,2
2694,P308,Tecnología,Accesorios,87.81,86.8,67.0,vista,0.0,21.4,0,1
2080,P410,Tecnología,Smartphone,234.82,36.4,55.1,click,4.0,118.2,0,2
1662,P085,Moda,Calzado,47.98,41.5,89.6,vista,0.0,115.8,0,1
2793,P186,Hogar,Iluminación,77.48,62.1,67.3,carrito,0.0,20.2,0,4
2505,P003,Hogar,Organización,30.92,44.0,49.7,click,0.0,44.4,0,2
1514,P027,Bienestar,Relajación,89.45,82.7,89.4,vista,0.0,24.8,0,1
2194,P337,Tecnología,Smartphone,14.94,20.9,90.4,click,5.0,84.4,0,2
2639,P154,Moda,Casual,62.14,26.5,86.6,click,4.0,32.7,0,2
2521,P231,Bienestar,Personal,241.53,94.3,71.6,carrito,0.0,72.1,0,4
2364,P178,Moda,Urbana,169.4,22.9,67.9,vista,3.0,70.2,0,1
1652,P049,Tecnología,Smartphone,84.5,40.3,71.9,vista,0.0,15.9,0,1
2446,P257,Hogar,Cocina,388.03,57.0,81.0,click,0.0,52.6,0,2
2797,P020,Tecnología,Smartphone,35.33,90.4,57.3,vista,4.0,224.5,0,1
1214,P493,Tecnología,Wearables,178.77,37.0,50.2,click,0.0,49.6,0,2
1560,P273,Tecnología,Audio,13.71,62.4,67.3,vista,0.0,395.1,0,1
1310,P406,Hogar,Iluminación,88.26,36.5,65.5,favorito,0.0,175.8,0,3
1605,P272,Moda,Urbana,24.43,69.2,39.1,vista,5.0,319.3,0,1
1374,P223,Bienestar,Personal,85.02,84.4,61.5,click,3.0,80.7,0,2
2541,P169,Tecnología,Audio,231.1,62.4,44.1,vista,2.0,334.8,0,1
2483,P102,Moda,Casual,152.77,44.6,55.2,vista,0.0,245.4,0,1
1451,P403,Bienestar,Salud,97.87,51.5,67.5,vista,0.0,117.9,0,1
2674,P135,Hogar,Cocina,29.11,76.0,57.9,carrito,3.0,81.8,0,4
2537,P108,Deporte,Yoga,113.42,70.0,75.1,vista,3.0,19.5,0,1
1455,P052,Hogar,Decoración,29.31,51.0,77.6,favorito,0.0,180.3,0,3
2272,P011,Deporte,Fitness,125.85,59.1,44.2,vista,0.0,14.0,0,1
1862,P190,Bienestar,Salud,82.97,62.2,90.9,click,0.0,63.7,0,2
2428,P055,Deporte,Fitness,205.28,52.0,44.3,carrito,0.0,75.1,0,4
2566,P324,Tecnología,Smartphone,517.75,97.9,72.3,vista,0.0,14.4,0,1
2102,P025,Hogar,Cocina,45.88,93.0,87.7,vista,0.0,61.5,0,1
2584,P243,Tecnología,Wearables,42.02,42.6,47.3,favorito,0.0,47.2,0,3
2209,P078,Hogar,Iluminación,24.15,41.0,76.2,click,5.0,55.5,0,2
1092,P058,Tecnología,Wearables,80.04,99.9,90.8,vista,0.0,42.6,0,1
2041,P413,Hogar,Cocina,52.09,85.8,89.4,vista,4.0,36.2,0,1
1584,P235,Deporte,Yoga,216.62,55.7,84.8,vista,0.0,38.1,0,1
1992,P181,Moda,Urbana,95.52,67.6,85.8,vista,0.0,248.6,0,1
1360,P463,Moda,Calzado,194.33,45.8,50.0,click,0.0,72.7,0,2
1162,P104,Tecnología,Smartphone,445.72,23.8,97.9,compra,0.0,97.6,1,5
2771,P022,Deporte,Fitness,50.23,56.6,72.6,vista,2.0,182.5,0,1
1135,P481,Moda,Calzado,50.8,48.5,50.1,vista,0.0,51.9,0,1
1239,P168,Deporte,Yoga,65.52,37.0,41.0,click,0.0,28.0,0,2
1015,P261,Deporte,Fitness,13.23,79.9,94.5,carrito,5.0,380.6,0,4
2227,P135,Hogar,Cocina,29.11,76.0,57.9,click,0.0,11.6,0,2
1803,P371,Hogar,Iluminación,323.8,43.1,79.2,compra,0.0,22.5,1,5
2346,P474,Deporte,Fitness,258.97,59.7,58.1,vista,0.0,300.0,0,1
2813,P197,Deporte,Fitness,45.87,43.3,48.2,click,0.0,145.5,0,2
2451,P046,Hogar,Decoración,67.12,37.2,61.1,click,0.0,45.5,0,2
2505,P089,Deporte,Running,63.68,60.1,70.2,compra,0.0,42.2,1,5
2127,P280,Deporte,Fitness,99.6,47.8,53.8,compra,0.0,13.5,1,5
1011,P331,Bienestar,Salud,46.07,93.0,51.4,vista,2.0,20.9,0,1
1830,P154,Moda,Casual,62.14,26.5,86.6,compra,0.0,72.6,1,5
1185,P403,Bienestar,Salud,97.87,51.5,67.5,vista,4.0,29.5,0,1
2634,P321,Deporte,Running,244.14,82.2,69.2,click,0.0,34.6,0,2
1977,P116,Bienestar,Cuidado,87.29,24.9,67.8,vista,3.0,46.3,0,1
2045,P217,Hogar,Cocina,75.64,61.8,53.4,compra,0.0,127.0,1,5
1258,P308,Tecnología,Accesorios,87.81,86.8,67.0,vista,0.0,41.5,0,1
2193,P006,Hogar,Decoración,146.59,92.3,48.7,vista,0.0,55.1,0,1
2070,P247,Hogar,Decoración,18.29,72.7,42.0,vista,2.0,73.5,0,1
1902,P189,Moda,Calzado,44.14,94.9,58.1,vista,0.0,35.3,0,1
1038,P312,Deporte,Yoga,26.66,80.1,64.6,vista,0.0,145.3,0,1
2727,P484,Bienestar,Personal,119.94,20.7,29.5,vista,1.0,35.3,0,1
2544,P004,Bienestar,Salud,61.86,75.7,64.7,click,0.0,133.1,0,2
1384,P460,Hogar,Organización,181.49,80.7,34.2,vista,0.0,47.9,0,1
2439,P244,Tecnología,Smartphone,42.03,52.2,87.5,favorito,0.0,429.5,0,3
2873,P014,Moda,Calzado,64.8,53.1,25.5,vista,0.0,30.7,0,1
2992,P255,Hogar,Organización,36.03,86.4,98.7,click,0.0,13.5,0,2
2930,P368,Moda,Calzado,85.78,45.6,48.4,click,0.0,167.4,0,2
1872,P192,Hogar,Cocina,24.97,73.2,83.4,vista,0.0,65.3,0,1
1586,P108,Deporte,Yoga,113.42,70.0,75.1,favorito,1.0,61.4,0,3
1044,P003,Hogar,Organización,30.92,44.0,49.7,vista,2.0,51.8,0,1
1270,P498,Moda,Urbana,114.89,85.3,47.0,vista,5.0,71.4,0,1
2355,P223,Bienestar,Personal,85.02,84.4,61.5,favorito,0.0,35.7,0,3
2264,P352,Tecnología,Wearables,105.55,57.1,37.4,vista,5.0,37.8,0,1
2443,P075,Tecnología,Audio,191.43,51.1,80.1,vista,0.0,18.9,0,1
1706,P131,Deporte,Yoga,73.47,45.1,77.0,click,0.0,188.2,0,2
2329,P315,Tecnología,Wearables,24.72,27.4,37.9,vista,0.0,86.6,0,1
2408,P276,Deporte,Outdoor,48.8,82.3,88.8,vista,1.0,40.4,0,1
2476,P163,Moda,Urbana,38.21,52.1,31.5,vista,0.0,183.5,0,1
1610,P317,Moda,Accesorios,83.01,26.5,68.5,favorito,0.0,131.2,0,3
2958,P161,Moda,Urbana,61.35,81.0,66.0,vista,0.0,41.7,0,1
1778,P497,Deporte,Yoga,21.61,99.7,52.5,vista,2.0,168.1,0,1
1262,P412,Moda,Calzado,474.7909908125018,71.6,87.0,vista,0.0,151.1,0,1
2925,P002,Deporte,Yoga,18.81,92.9,29.2,click,0.0,48.8,0,2
1452,P218,Hogar,Decoración,285.02,51.3,94.9,carrito,0.0,48.3,0,4
2702,P439,Deporte,Outdoor,66.0,89.9,100.0,click,1.0,86.3,0,2
2287,P085,Moda,Calzado,47.98,41.5,89.6,click,5.0,61.6,0,2
1460,P308,Tecnología,Accesorios,87.81,86.8,67.0,favorito,1.0,122.8,0,3
1335,P066,Hogar,Decoración,60.98,58.3,71.9,click,2.0,145.0,0,2
1459,P287,Bienestar,Salud,289.66,67.5,74.4,click,0.0,102.5,0,2
1483,P336,Bienestar,Cuidado,191.03,93.4,82.1,carrito,3.0,457.2,0,4
2058,P374,Bienestar,Personal,208.62,60.1,49.8,vista,0.0,78.3,0,1
1781,P234,Bienestar,Relajación,30.54,92.8,53.9,vista,3.0,30.7,0,1
1901,P363,Moda,Casual,40.39,79.7,66.0,vista,0.0,32.7,0,1
1969,P472,Bienestar,Personal,50.2,23.2,78.6,click,0.0,22.8,0,2
1181,P010,Tecnología,Accesorios,73.59,33.1,45.5,favorito,0.0,30.7,0,3
1135,P303,Deporte,Running,162.86,97.1,55.7,vista,0.0,480.6,0,1
2718,P001,Hogar,Cocina,42.72,80.3,58.6,vista,3.0,23.5,0,1
2524,P338,Tecnología,Wearables,133.11,81.3,53.1,vista,3.0,65.0,0,1
2316,P365,Tecnología,Audio,68.9,23.0,61.8,vista,0.0,90.7,0,1
2808,P371,Hogar,Iluminación,323.8,43.1,79.2,carrito,0.0,6.1,0,4
1158,P151,Bienestar,Relajación,109.05,79.5,45.8,favorito,0.0,372.4,0,3
1472,P211,Deporte,Outdoor,56.77,98.3,64.8,vista,0.0,121.6,0,1
2651,P411,Deporte,Outdoor,35.85,52.0,61.7,click,0.0,82.0,0,2
2266,P128,Tecnología,Audio,149.54,67.1,76.8,favorito,0.0,60.0,0,3
2960,P346,Moda,Casual,34.27,44.7,92.4,vista,0.0,975.2,0,1
2796,P305,Tecnología,Smartphone,26.85,25.1,69.2,vista,0.0,71.1,0,1
2293,P429,Deporte,Running,97.36,68.3,100.0,vista,2.0,38.0,0,1
1485,P431,Moda,Casual,99.44,79.6,62.5,vista,0.0,54.5,0,1
1198,P476,Tecnología,Smartphone,65.11,83.0,47.3,vista,5.0,51.4,0,1
2207,P480,Hogar,Cocina,142.15,46.9,61.8,favorito,0.0,69.0,0,3
1260,P399,Bienestar,Personal,35.77,25.5,63.3,vista,0.0,66.0,0,1
1448,P043,Deporte,Fitness,68.13,76.6,75.2,click,0.0,81.5,0,2
2853,P434,Hogar,Cocina,27.93,22.9,43.4,click,0.0,38.3,0,2
1073,P126,Tecnología,Audio,163.22,72.9,66.6,vista,3.0,157.8,0,1
2078,P323,Moda,Calzado,36.28,22.9,41.7,vista,0.0,17.4,0,1
2986,P455,Hogar,Cocina,118.28,23.3,54.8,vista,0.0,236.4,0,1
2047,P183,Bienestar,Salud,60.0,68.9,77.0,vista,0.0,74.3,0,1
2580,P398,Hogar,Cocina,74.0,54.4,81.4,click,0.0,59.9,0,2
2497,P287,Bienestar,Salud,289.66,67.5,74.4,vista,0.0,50.0,0,1
2551,P268,Hogar,Cocina,52.37,32.4,91.9,vista,5.0,333.8,0,1
1900,P040,Bienestar,Relajación,36.57,61.7,51.1,vista,2.0,116.3,0,1
1331,P259,Moda,Casual,138.65,79.7,23.8,click,5.0,56.8,0,2
2133,P225,Moda,Casual,122.11,76.9,37.0,favorito,3.0,52.4,0,3
1795,P316,Deporte,Yoga,165.16,85.6,54.6,click,0.0,459.7,0,2
2706,P014,Moda,Calzado,64.8,53.1,25.5,vista,3.0,227.1,0,1
2499,P031,Moda,Casual,102.61,22.4,100.0,click,1.0,304.0,0,2
1146,P053,Moda,Casual,62.26,56.5,100.0,click,0.0,90.1,0,2
1645,P253,Bienestar,Relajación,184.15,67.5,100.0,vista,0.0,83.3,0,1
1282,P127,Deporte,Yoga,102.02,26.6,69.8,compra,0.0,48.6,1,5
1457,P276,Deporte,Outdoor,48.8,82.3,88.8,click,5.0,25.2,0,2
2221,P237,Moda,Accesorios,131.76,85.4,55.6,click,0.0,239.4,0,2
1360,P181,Moda,Urbana,95.52,67.6,85.8,vista,0.0,50.4,0,1
2101,P268,Hogar,Cocina,52.37,32.4,91.9,vista,0.0,152.8,0,1
1646,P287,Bienestar,Salud,289.66,67.5,74.4,vista,0.0,27.0,0,1
1141,P229,Bienestar,Cuidado,58.06,20.9,83.2,vista,4.0,99.2,0,1
1453,P049,Tecnología,Smartphone,84.5,40.3,71.9,carrito,0.0,28.0,0,4
1445,P277,Bienestar,Cuidado,148.8,90.6,66.4,click,0.0,26.6,0,2
1990,P042,Tecnología,Audio,236.11,84.7,77.5,vista,0.0,196.6,0,1
1779,P460,Hogar,Organización,181.49,80.7,34.2,carrito,0.0,141.3,0,4
2430,P229,Bienestar,Cuidado,58.06,20.9,83.2,vista,0.0,26.5,0,1
2206,P026,Hogar,Organización,41.54,91.2,66.3,vista,0.0,81.5,0,1
2648,P383,Tecnología,Wearables,157.33,50.0,47.6,vista,5.0,76.0,0,1
2722,P350,Moda,Calzado,45.98,81.2,55.5,vista,0.0,86.7,0,1
1698,P214,Moda,Casual,51.34,61.9,59.0,vista,0.0,26.4,0,1
1678,P399,Bienestar,Personal,35.77,25.5,63.3,vista,5.0,178.4,0,1
2165,P121,Tecnología,Smartphone,126.73,35.2,72.6,vista,0.0,149.5,0,1
1813,P227,Bienestar,Cuidado,193.07,71.1,73.7,vista,5.0,298.1,0,1
1891,P315,Tecnología,Wearables,24.72,27.4,37.9,favorito,0.0,4.9,0,3
1638,P493,Tecnología,Wearables,178.77,37.0,50.2,vista,0.0,27.4,0,1
2173,P386,Hogar,Cocina,27.69,54.7,38.0,vista,5.0,65.0,0,1
1528,P336,Bienestar,Cuidado,191.03,93.4,82.1,vista,0.0,33.1,0,1
1963,P201,Hogar,Iluminación,177.1,83.0,56.8,compra,0.0,87.4,1,5
1394,P494,Moda,Casual,229.78,63.9,59.8,compra,0.0,24.1,1,5
1162,P163,Moda,Urbana,38.21,52.1,31.5,vista,0.0,11.9,0,1
1179,P177,Bienestar,Relajación,885.92,94.7,30.9,vista,0.0,90.3,0,1
1110,P115,Deporte,Fitness,64.4,54.6,55.9,favorito,0.0,26.2,0,3
1465,P458,Deporte,Fitness,183.53,55.3,68.6,vista,0.0,65.0,0,1
1167,P251,Deporte,Outdoor,97.69,92.5,63.5,click,0.0,39.9,0,2
1005,P364,Tecnología,Smartphone,16.57,90.9,94.6,vista,4.0,150.6,0,1
1794,P441,Moda,Calzado,66.0,81.2,92.1,vista,1.0,6.4,0,1
1609,P297,Hogar,Decoración,76.0,62.3,94.7,click,0.0,21.8,0,2
1762,P021,Deporte,Running,67.24,59.3,62.0,click,2.0,192.9,0,2
1091,P025,Hogar,Cocina,45.88,93.0,87.7,click,3.0,171.0,0,2
2905,P006,Hogar,Decoración,146.59,92.3,48.7,click,0.0,71.8,0,2
2452,P261,Deporte,Fitness,13.23,79.9,94.5,click,3.0,15.8,0,2
1012,P014,Moda,Calzado,64.8,53.1,25.5,vista,0.0,40.3,0,1
1367,P183,Bienestar,Salud,60.0,68.9,77.0,vista,5.0,23.2,0,1
1085,P469,Hogar,Iluminación,42.65,82.8,41.2,carrito,1.0,109.7,0,4
1867,P376,Hogar,Iluminación,27.18,83.4,61.5,vista,1.0,152.1,0,1
2169,P137,Deporte,Outdoor,72.41,83.2,93.4,vista,0.0,6.9,0,1
2479,P366,Tecnología,Smartphone,63.33,43.7,98.7,click,0.0,227.5,0,2
2846,P059,Bienestar,Cuidado,49.04,49.4,59.7,click,3.0,21.7,0,2
2050,P374,Bienestar,Personal,208.62,60.1,49.8,click,0.0,11.9,0,2
1715,P145,Hogar,Iluminación,70.17,37.0,79.6,vista,0.0,118.2,0,1
1915,P116,Bienestar,Cuidado,87.29,24.9,67.8,compra,0.0,25.0,1,5
2131,P001,Hogar,Cocina,42.72,80.3,58.6,vista,0.0,13.9,0,1
2903,P277,Bienestar,Cuidado,148.8,90.6,66.4,vista,2.0,125.9,0,1
2405,P101,Bienestar,Cuidado,285.38,81.2,53.5,compra,0.0,63.5,1,5
1120,P378,Tecnología,Smartphone,57.74,82.5,76.4,vista,3.0,38.4,0,1
2366,P157,Hogar,Decoración,94.01,78.4,49.8,click,0.0,78.2,0,2
1170,P183,Bienestar,Salud,60.0,68.9,77.0,vista,0.0,44.3,0,1
2089,P039,Deporte,Running,68.64,50.2,81.9,vista,1.0,161.8,0,1
2322,P348,Moda,Urbana,45.79,87.9,64.7,carrito,0.0,15.4,0,4
2774,P238,Moda,Urbana,122.16,97.7,40.7,vista,0.0,38.2,0,1
2316,P156,Moda,Urbana,135.72,24.1,60.1,vista,0.0,40.0,0,1
2867,P039,Deporte,Running,68.64,50.2,81.9,favorito,3.0,37.5,0,3
2004,P390,Deporte,Running,30.4,65.8,32.6,vista,0.0,8.4,0,1
2628,P310,Hogar,Decoración,75.98,77.3,59.5,vista,0.0,11.4,0,1
1608,P380,Deporte,Running,69.63,77.3,75.0,click,0.0,44.8,0,2
2893,P152,Bienestar,Personal,83.75,58.7,81.9,vista,0.0,9.9,0,1
2723,P448,Moda,Urbana,49.46,82.0,79.8,vista,0.0,27.7,0,1
1721,P387,Bienestar,Personal,58.34,96.9,45.9,vista,0.0,150.3,0,1
2487,P188,Bienestar,Cuidado,19.39,55.8,63.5,vista,0.0,16.0,0,1
2041,P007,Hogar,Decoración,28.32,65.0,70.4,compra,0.0,64.6,1,5
2474,P488,Tecnología,Wearables,134.81,49.7,92.3,click,0.0,48.1,0,2
2347,P139,Hogar,Organización,151.68,83.2,70.7,click,0.0,28.1,0,2
1248,P280,Deporte,Fitness,99.6,47.8,53.8,vista,0.0,9.6,0,1
1399,P200,Tecnología,Wearables,60.89,33.6,29.2,compra,0.0,203.2,1,5
2647,P108,Deporte,Yoga,113.42,70.0,75.1,click,0.0,36.6,0,2
1114,P143,Bienestar,Personal,48.37,61.0,81.6,vista,0.0,31.0,0,1
1241,P160,Tecnología,Wearables,48.71,97.9,55.9,vista,0.0,62.5,0,1
1357,P220,Bienestar,Relajación,24.74,66.2,73.8,click,4.0,73.1,0,2
1831,P390,Deporte,Running,30.4,65.8,32.6,favorito,3.0,62.8,0,3
1292,P087,Hogar,Organización,26.57,79.3,43.7,vista,0.0,152.2,0,1
2074,P383,Tecnología,Wearables,157.33,50.0,47.6,vista,0.0,53.9,0,1
2354,P069,Bienestar,Salud,57.03,51.7,46.1,vista,0.0,162.3,0,1
1750,P203,Bienestar,Relajación,155.83,39.2,72.1,carrito,0.0,55.0,0,4
2194,P474,Deporte,Fitness,258.97,59.7,58.1,click,0.0,532.8,0,2
2903,P102,Moda,Casual,152.77,44.6,55.2,vista,0.0,77.3,0,1
2979,P109,Tecnología,Smartphone,122.97,60.9,35.2,click,0.0,64.2,0,2
2561,P448,Moda,Urbana,49.46,82.0,79.8,vista,0.0,15.8,0,1
2367,P405,Deporte,Running,62.92,27.8,67.2,vista,1.0,97.6,0,1
2757,P169,Tecnología,Audio,231.1,62.4,44.1,vista,0.0,204.6,0,1
1700,P132,Hogar,Iluminación,72.05,47.7,91.9,compra,0.0,300.8,1,5
2089,P156,Moda,Urbana,135.72,24.1,60.1,click,4.0,46.6,0,2
2771,P062,Moda,Calzado,101.89,48.3,56.5,vista,4.0,137.0,0,1
1710,P302,Moda,Urbana,101.67,91.0,64.2,vista,1.0,114.1,0,1
2481,P417,Hogar,Cocina,63.43,24.7,66.0,vista,0.0,168.7,0,1
1801,P276,Deporte,Outdoor,48.8,82.3,88.8,click,0.0,37.1,0,2
1297,P311,Bienestar,Salud,47.25,61.75,53.5,vista,0.0,12.8,0,1
1924,P462,Hogar,Decoración,46.68,42.1,65.7,vista,0.0,39.8,0,1
1729,P147,Hogar,Organización,669.7550194393771,99.8,23.0,vista,0.0,69.0,0,1
2182,P344,Moda,Casual,12.27,89.8,70.0,carrito,3.0,38.8,0,4
2479,P120,Deporte,Running,72.71,20.5,75.7,favorito,5.0,69.3,0,3
1999,P494,Moda,Casual,229.78,63.9,59.8,click,0.0,72.5,0,2
2940,P250,Bienestar,Personal,130.79,86.8,61.4,click,0.0,57.1,0,2
1381,P164,Moda,Casual,52.82,34.8,53.3,favorito,0.0,83.2,0,3
1464,P266,Bienestar,Relajación,225.94,43.7,62.8,compra,0.0,37.2,1,5
2805,P482,Hogar,Decoración,142.39,56.7,61.0,vista,0.0,92.2,0,1
2986,P347,Tecnología,Audio,558.3835164063863,64.1,70.9,vista,4.0,57.0,0,1
2663,P012,Bienestar,Salud,27.98,23.7,87.6,vista,0.0,386.5,0,1
1576,P311,Bienestar,Salud,47.25,61.75,53.5,vista,0.0,236.1,0,1
2690,P225,Moda,Casual,122.11,76.9,37.0,vista,0.0,105.9,0,1
2144,P103,Deporte,Outdoor,135.97,52.2,69.9,click,0.0,43.6,0,2
2671,P410,Tecnología,Smartphone,234.82,36.4,55.1,vista,4.0,27.0,0,1
1770,P336,Bienestar,Cuidado,191.03,93.4,82.1,vista,0.0,105.9,0,1
1667,P014,Moda,Calzado,64.8,53.1,25.5,favorito,0.0,63.1,0,3
2335,P281,Deporte,Yoga,186.67,37.1,60.6,click,2.0,82.3,0,2
1920,P486,Deporte,Yoga,115.98,67.9,64.8,vista,4.0,33.2,0,1
1879,P302,Moda,Urbana,101.67,91.0,64.2,click,1.0,63.7,0,2
2812,P080,Hogar,Cocina,73.79,34.5,61.0,vista,0.0,66.7,0,1
1505,P219,Moda,Calzado,21.1,25.9,71.8,click,0.0,77.9,0,2
1479,P338,Tecnología,Wearables,133.11,81.3,53.1,vista,2.0,217.8,0,1
